Diet,Meal,Category,Food_Item,Calories,Protein_g,Carbs_g,Fat_g
veg,Snack,beverage,Mango Shake 8073,198,1,16,2
veg,Lunch,curry,Malai Kofta 8074,326,17,11,12
veg,Dinner,flatbread,Phulka 8075,245,5,15,8
veg,Dinner,curry,Paneer Butter Masala 8076,265,5,19,8
veg,Breakfast,beverage,Mango Shake 8077,119,3,14,3
veg,Snack,snack,Protein Bar 8078,196,4,8,11
non-veg,Lunch,rice,Chicken Biryani 8079,322,7,51,6
veg,Snack,snack,Fruit Bowl 8080,170,15,7,6
veg,Dinner,salad,Sprouts Salad 8081,45,7,15,5
veg,Snack,beverage,Lemonade 8082,93,5,22,7
veg,Snack,snack,Makhana 8083,296,3,13,5
veg,Breakfast,beverage,Banana Smoothie 8084,58,0,39,9
veg,Snack,snack,Bhel Puri 8085,153,2,11,0
veg,Lunch,beverage,Mango Shake 8086,91,2,28,0
veg,Breakfast,breakfast_item,Puri Bhaji 8087,333,14,31,13
non-veg,Dinner,curry,Bhuna Gosht 8088,304,22,10,12
non-veg,Snack,snack,Boiled Egg 8089,99,9,27,14
veg,Snack,beverage,Green Tea 8090,205,1,29,0
veg,Snack,beverage,Filter Coffee 8091,117,2,17,1
veg,Lunch,dry_veg,Cabbage Sabzi 8092,249,2,12,10
veg,Lunch,dry_veg,Potato Fry 8093,106,4,23,10
veg,Lunch,beverage,Lemonade 8094,100,5,17,9
veg,Breakfast,beverage,Lassi 8095,143,0,16,10
veg,Snack,beverage,Coconut Water 8096,138,1,36,1
veg,Snack,beverage,Lassi 8097,93,1,33,7
veg,Lunch,salad,Corn Salad 8098,83,2,9,9
veg,Dinner,soup,Manchow Soup 8099,100,8,8,5
veg,Breakfast,breakfast_item,Masala Dosa 8100,297,8,45,6
veg,Lunch,rice,Veg Biryani 8101,234,7,54,5
veg,Lunch,salad,Sprouts Salad 8102,71,4,7,5
veg,Snack,beverage,Filter Coffee 8103,114,1,11,6
veg,Lunch,flatbread,Phulka 8104,187,2,24,1
veg,Snack,beverage,Coconut Water 8105,209,1,39,0
veg,Breakfast,beverage,Buttermilk (Chaas) 8106,137,1,39,2
veg,Lunch,flatbread,Butter Naan 8107,135,2,17,2
veg,Breakfast,breakfast_item,Besan Chilla 8108,425,14,49,18
veg,Lunch,curry,Palak Paneer 8109,151,7,26,10
veg,Breakfast,breakfast_item,Cheese Toast 8110,404,16,58,13
veg,Dinner,flatbread,Methi Thepla 8111,114,3,16,2
veg,Dinner,soup,Sweet Corn Soup 8112,86,7,5,0
veg,Breakfast,breakfast_item,Masala Dosa 8113,428,7,40,16
veg,Lunch,salad,Chickpea Salad 8114,44,3,8,5
veg,Lunch,flatbread,Paratha 8115,207,7,27,2
veg,Lunch,curry,Paneer Butter Masala 8116,389,13,15,22
veg,Lunch,flatbread,Butter Naan 8117,249,6,18,1
veg,Snack,beverage,Coconut Water 8118,184,5,15,10
veg,Snack,beverage,Banana Smoothie 8119,52,2,40,0
veg,Snack,beverage,Banana Smoothie 8120,88,4,14,10
veg,Breakfast,beverage,Lemonade 8121,191,5,13,6
veg,Lunch,salad,Cucumber Salad 8122,108,8,9,6
veg,Lunch,beverage,Coconut Water 8123,183,4,18,4
veg,Breakfast,beverage,Orange Juice 8124,207,2,40,1
veg,Dinner,flatbread,Paratha 8125,177,7,15,7
veg,Snack,snack,Dhokla 8126,54,2,8,2
veg,Snack,beverage,Banana Smoothie 8127,108,3,19,10
veg,Breakfast,breakfast_item,Masala Dosa 8128,228,19,25,5
veg,Breakfast,breakfast_item,Masala Dosa 8129,254,11,25,7
veg,Dinner,soup,Sweet Corn Soup 8130,119,2,14,3
veg,Snack,snack,Protein Bar 8131,157,13,21,15
veg,Breakfast,beverage,Filter Coffee 8132,227,0,23,8
veg,Breakfast,beverage,Lassi 8133,200,1,23,6
veg,Snack,snack,Fruit Bowl 8134,142,6,25,15
veg,Dinner,curry,Malai Kofta 8135,313,20,23,16
veg,Dinner,dry_veg,Jeera Aloo 8136,222,4,24,15
veg,Breakfast,beverage,Masala Chai 8137,138,3,23,8
veg,Breakfast,beverage,Coconut Water 8138,216,4,11,3
veg,Lunch,salad,Corn Salad 8139,147,6,6,9
veg,Lunch,flatbread,Chapati 8140,178,8,24,5
veg,Lunch,salad,Chickpea Salad 8141,75,4,13,1
veg,Dinner,dry_veg,Cabbage Sabzi 8142,193,8,24,12
veg,Snack,beverage,Lemonade 8143,52,1,36,5
veg,Lunch,rice,Veg Biryani 8144,379,3,51,8
veg,Breakfast,breakfast_item,Muesli with Milk 8145,201,18,45,9
veg,Snack,snack,Greek Yogurt 8146,256,3,28,11
veg,Snack,snack,Roasted Nuts 8147,200,2,21,1
veg,Dinner,curry,Mixed Vegetable Curry 8148,271,21,28,9
veg,Lunch,salad,Cucumber Salad 8149,144,5,14,0
veg,Breakfast,beverage,Watermelon Juice 8150,53,0,21,8
veg,Breakfast,beverage,Filter Coffee 8151,210,3,20,10
veg,Breakfast,breakfast_item,Aloo Paratha 8152,428,13,51,10
veg,Snack,beverage,Mango Shake 8153,99,5,30,8
veg,Lunch,flatbread,Phulka 8154,172,6,30,8
veg,Lunch,flatbread,Garlic Naan 8155,175,6,20,3
veg,Snack,snack,Makhana 8156,58,10,18,1
veg,Breakfast,breakfast_item,Cheese Toast 8157,281,9,23,7
veg,Breakfast,breakfast_item,Muesli with Milk 8158,349,15,55,6
veg,Lunch,dry_veg,Potato Fry 8159,119,9,13,7
veg,Lunch,dry_veg,Mix Veg Dry 8160,191,4,14,6
veg,Dinner,curry,Paneer Butter Masala 8161,235,9,23,17
veg,Dinner,flatbread,Missi Roti 8162,210,7,21,2
veg,Breakfast,breakfast_item,Aloo Paratha 8163,429,19,54,20
non-veg,Dinner,soup,Chicken Clear Soup 8164,142,1,15,4
veg,Snack,beverage,Banana Smoothie 8165,50,0,32,6
veg,Snack,snack,Greek Yogurt 8166,64,8,10,0
veg,Dinner,soup,Sweet Corn Soup 8167,74,5,6,0
veg,Snack,beverage,Coconut Water 8168,216,3,30,5
veg,Breakfast,beverage,Lassi 8169,225,2,12,1
veg,Snack,snack,Fruit Bowl 8170,179,6,22,13
veg,Snack,snack,Roasted Nuts 8171,141,10,24,8
veg,Lunch,flatbread,Phulka 8172,197,4,18,3
veg,Breakfast,breakfast_item,Veg Sandwich 8173,433,18,28,9
veg,Lunch,rice,Khichdi 8174,209,6,62,9
veg,Snack,beverage,Lemonade 8175,205,1,13,3
veg,Lunch,flatbread,Missi Roti 8176,137,3,16,6
veg,Dinner,soup,Hot and Sour Soup 8177,73,3,13,3
veg,Snack,beverage,Orange Juice 8178,124,5,28,7
veg,Snack,snack,Fruit Bowl 8179,271,8,12,6
veg,Lunch,curry,Dal Fry 8180,336,7,11,21
veg,Snack,snack,Fruit Bowl 8181,137,14,17,13
veg,Dinner,salad,Coleslaw 8182,149,1,15,4
veg,Lunch,rice,Veg Biryani 8183,315,8,73,2
veg,Snack,beverage,Banana Smoothie 8184,109,5,26,0
veg,Snack,snack,Bhel Puri 8185,95,6,9,11
veg,Lunch,salad,Chickpea Salad 8186,47,2,8,0
veg,Lunch,flatbread,Aloo Paratha 8187,111,2,29,6
veg,Dinner,dry_veg,Cabbage Sabzi 8188,205,3,16,13
veg,Dinner,salad,Sprouts Salad 8189,138,5,6,0
veg,Lunch,beverage,Green Tea 8190,236,1,21,5
veg,Snack,snack,Bhel Puri 8191,150,3,18,2
veg,Breakfast,breakfast_item,Cheese Toast 8192,413,9,38,14
veg,Breakfast,beverage,Masala Chai 8193,240,2,20,6
veg,Lunch,rice,Fried Rice 8194,248,3,55,3
veg,Snack,snack,Bhel Puri 8195,191,4,24,11
veg,Lunch,salad,Corn Salad 8196,47,5,9,10
veg,Dinner,curry,Mixed Vegetable Curry 8197,342,17,21,20
veg,Breakfast,breakfast_item,Upma 8198,381,6,31,5
veg,Lunch,salad,Greek Salad 8199,90,6,12,4
veg,Lunch,beverage,Lassi 8200,129,4,32,0
veg,Snack,beverage,Lemonade 8201,137,0,35,6
non-veg,Snack,snack,Boiled Egg 8202,286,6,12,13
veg,Snack,snack,Bhel Puri 8203,255,10,16,4
veg,Breakfast,breakfast_item,Idli Sambar 8204,308,10,43,15
non-veg,Dinner,curry,Chicken Curry 8205,287,5,20,10
veg,Dinner,flatbread,Paratha 8206,192,6,30,8
veg,Lunch,dry_veg,Paneer Bhurji 8207,146,7,22,13
veg,Dinner,curry,Dal Tadka 8208,321,17,14,9
non-veg,Breakfast,breakfast_item,Omelette 8209,272,19,21,7
veg,Lunch,curry,Mixed Vegetable Curry 8210,298,20,10,10
non-veg,Dinner,curry,Butter Chicken 8211,241,13,21,19
veg,Lunch,dry_veg,Beans Poriyal 8212,174,6,16,6
veg,Snack,snack,Greek Yogurt 8213,288,4,26,8
non-veg,Breakfast,breakfast_item,Omelette 8214,200,10,56,19
veg,Dinner,salad,Sprouts Salad 8215,34,7,13,6
veg,Dinner,soup,Pumpkin Soup 8216,107,3,6,3
non-veg,Dinner,curry,Chicken Curry 8217,300,24,16,24
veg,Snack,snack,Popcorn 8218,181,13,5,3
veg,Lunch,flatbread,Aloo Paratha 8219,105,3,36,3
veg,Snack,beverage,Filter Coffee 8220,235,3,34,10
veg,Dinner,dry_veg,Mix Veg Dry 8221,180,6,17,14
veg,Breakfast,breakfast_item,Pancakes 8222,303,10,45,20
non-veg,Dinner,curry,Fish Curry 8223,388,10,29,14
veg,Snack,snack,Protein Bar 8224,103,8,13,2
veg,Breakfast,beverage,Coconut Water 8225,184,0,21,6
non-veg,Dinner,curry,Butter Chicken 8226,169,23,14,21
veg,Breakfast,breakfast_item,Muesli with Milk 8227,470,9,51,9
veg,Snack,beverage,Lemonade 8228,89,5,21,0
veg,Breakfast,breakfast_item,Masala Dosa 8229,258,6,59,16
veg,Breakfast,beverage,Mango Shake 8230,207,3,24,8
veg,Snack,snack,Greek Yogurt 8231,223,13,8,8
veg,Breakfast,breakfast_item,Veg Sandwich 8232,283,8,30,5
veg,Lunch,flatbread,Phulka 8233,158,7,34,10
veg,Lunch,beverage,Lassi 8234,146,0,26,0
veg,Lunch,rice,Curd Rice 8235,238,6,41,8
veg,Snack,snack,Dhokla 8236,234,10,16,0
veg,Lunch,curry,Mixed Vegetable Curry 8237,333,7,17,18
veg,Dinner,dry_veg,Baingan Bharta 8238,218,4,17,8
non-veg,Lunch,curry,Chicken Curry 8239,341,7,23,20
veg,Lunch,dry_veg,Baingan Bharta 8240,145,9,24,6
veg,Dinner,curry,Rajma Masala 8241,378,17,20,7
veg,Dinner,curry,Rajma Masala 8242,210,25,10,16
veg,Dinner,dry_veg,Paneer Bhurji 8243,236,4,15,14
veg,Snack,beverage,Orange Juice 8244,127,1,20,7
non-veg,Snack,snack,Boiled Egg 8245,125,10,14,1
veg,Dinner,soup,Tomato Soup 8246,106,1,13,1
veg,Dinner,salad,Coleslaw 8247,147,7,6,9
veg,Dinner,dry_veg,Baingan Bharta 8248,172,8,14,13
veg,Lunch,beverage,Banana Smoothie 8249,211,2,40,0
non-veg,Lunch,curry,Bhuna Gosht 8250,357,9,12,14
veg,Lunch,flatbread,Missi Roti 8251,242,7,40,5
veg,Snack,snack,Greek Yogurt 8252,177,13,19,12
veg,Breakfast,beverage,Buttermilk (Chaas) 8253,57,3,10,8
veg,Snack,snack,Roasted Nuts 8254,137,15,9,6
veg,Lunch,dry_veg,Baingan Bharta 8255,227,3,13,10
veg,Breakfast,beverage,Watermelon Juice 8256,165,0,29,5
veg,Breakfast,breakfast_item,Idli Sambar 8257,406,12,42,19
veg,Dinner,flatbread,Methi Thepla 8258,183,7,19,3
veg,Lunch,salad,Green Salad 8259,128,7,11,9
non-veg,Dinner,curry,Chicken Curry 8260,203,16,17,24
veg,Snack,snack,Protein Bar 8261,156,8,12,2
veg,Lunch,beverage,Buttermilk (Chaas) 8262,219,4,17,1
veg,Lunch,beverage,Masala Chai 8263,140,2,39,8
veg,Snack,snack,Dhokla 8264,142,8,26,0
veg,Lunch,salad,Kachumber Salad 8265,95,3,8,3
veg,Breakfast,breakfast_item,Oats Porridge 8266,220,19,33,8
veg,Breakfast,breakfast_item,Poha 8267,315,16,29,8
veg,Lunch,dry_veg,Aloo Gobi 8268,193,8,17,14
veg,Snack,beverage,Lemonade 8269,108,2,21,5
veg,Dinner,salad,Greek Salad 8270,91,2,6,8
veg,Snack,snack,Protein Bar 8271,53,12,23,9
veg,Snack,snack,Makhana 8272,144,13,28,13
veg,Lunch,flatbread,Kulcha 8273,126,8,16,8
veg,Breakfast,beverage,Watermelon Juice 8274,51,2,23,3
veg,Snack,snack,Popcorn 8275,298,14,15,4
veg,Snack,beverage,Mango Shake 8276,154,0,10,4
veg,Dinner,flatbread,Kulcha 8277,238,7,21,9
veg,Dinner,salad,Sprouts Salad 8278,49,1,12,5
veg,Breakfast,breakfast_item,Besan Chilla 8279,293,14,52,19
veg,Dinner,soup,Sweet Corn Soup 8280,144,6,13,1
veg,Dinner,soup,Manchow Soup 8281,84,2,5,2
veg,Lunch,rice,Fried Rice 8282,293,5,73,9
veg,Dinner,dry_veg,Cabbage Sabzi 8283,148,5,13,10
veg,Snack,snack,Greek Yogurt 8284,186,3,10,7
veg,Breakfast,breakfast_item,Muesli with Milk 8285,432,15,38,9
veg,Dinner,flatbread,Methi Thepla 8286,246,2,26,2
veg,Lunch,rice,Ghee Rice 8287,215,8,71,5
non-veg,Snack,snack,Boiled Egg 8288,294,6,16,12
veg,Dinner,salad,Coleslaw 8289,100,3,9,9
veg,Lunch,flatbread,Garlic Naan 8290,230,2,27,9
veg,Snack,beverage,Orange Juice 8291,50,5,36,9
veg,Breakfast,beverage,Watermelon Juice 8292,100,5,34,0
veg,Breakfast,beverage,Masala Chai 8293,244,1,26,6
veg,Lunch,salad,Sprouts Salad 8294,70,8,10,7
veg,Snack,beverage,Orange Juice 8295,189,3,25,3
veg,Snack,snack,Popcorn 8296,67,2,20,4
non-veg,Dinner,curry,Chicken Curry 8297,374,23,28,5
veg,Dinner,salad,Chickpea Salad 8298,57,1,7,8
veg,Snack,beverage,Watermelon Juice 8299,100,1,31,1
veg,Dinner,curry,Mixed Vegetable Curry 8300,298,24,30,25
veg,Dinner,flatbread,Chapati 8301,133,7,22,2
veg,Snack,snack,Greek Yogurt 8302,299,9,22,10
veg,Snack,beverage,Orange Juice 8303,162,3,36,6
veg,Dinner,flatbread,Aloo Paratha 8304,174,8,19,2
veg,Breakfast,breakfast_item,Upma 8305,441,18,31,9
veg,Snack,snack,Bhel Puri 8306,246,12,20,2
veg,Dinner,dry_veg,Mix Veg Dry 8307,247,7,23,6
veg,Lunch,flatbread,Paratha 8308,192,5,15,6
veg,Snack,beverage,Lemonade 8309,160,1,33,8
veg,Dinner,salad,Fruit Salad 8310,44,5,15,8
veg,Dinner,flatbread,Paratha 8311,122,5,18,10
veg,Breakfast,beverage,Mango Shake 8312,167,3,35,9
non-veg,Snack,snack,Boiled Egg 8313,95,6,28,15
veg,Snack,snack,Popcorn 8314,93,5,30,9
veg,Dinner,salad,Corn Salad 8315,100,5,14,2
veg,Dinner,flatbread,Missi Roti 8316,224,8,38,10
veg,Lunch,rice,Fried Rice 8317,280,8,48,5
veg,Breakfast,beverage,Banana Smoothie 8318,88,5,27,5
veg,Lunch,beverage,Filter Coffee 8319,76,5,31,3
veg,Breakfast,beverage,Coconut Water 8320,205,5,21,6
veg,Snack,snack,Protein Bar 8321,186,12,25,15
veg,Snack,snack,Fruit Bowl 8322,127,3,23,9
veg,Breakfast,beverage,Filter Coffee 8323,53,3,19,0
veg,Dinner,dry_veg,Bhindi Fry 8324,123,8,20,14
veg,Breakfast,beverage,Watermelon Juice 8325,100,5,37,9
veg,Snack,beverage,Banana Smoothie 8326,117,0,38,0
veg,Snack,snack,Popcorn 8327,278,13,16,3
veg,Dinner,soup,Sweet Corn Soup 8328,112,4,10,3
veg,Dinner,soup,Lentil Soup 8329,52,8,15,1
veg,Dinner,soup,Pumpkin Soup 8330,132,6,12,1
veg,Breakfast,breakfast_item,Cheese Toast 8331,383,5,42,20
veg,Breakfast,beverage,Lemonade 8332,147,3,18,2
veg,Snack,snack,Bhel Puri 8333,66,13,22,10
veg,Lunch,rice,Veg Biryani 8334,279,6,79,2
veg,Dinner,flatbread,Aloo Paratha 8335,110,5,15,6
veg,Breakfast,beverage,Green Tea 8336,81,1,37,6
veg,Breakfast,beverage,Lemonade 8337,208,2,13,5
veg,Lunch,rice,Fried Rice 8338,255,8,41,8
veg,Breakfast,beverage,Mango Shake 8339,247,3,16,3
veg,Breakfast,beverage,Buttermilk (Chaas) 8340,138,2,19,4
non-veg,Lunch,curry,Fish Curry 8341,333,18,30,14
veg,Breakfast,beverage,Lemonade 8342,101,5,24,1
veg,Breakfast,beverage,Mango Shake 8343,175,3,39,5
veg,Dinner,flatbread,Kulcha 8344,116,7,27,7
veg,Breakfast,breakfast_item,Muesli with Milk 8345,459,18,22,16
non-veg,Lunch,curry,Bhuna Gosht 8346,170,11,15,6
veg,Breakfast,beverage,Mango Shake 8347,119,3,11,4
veg,Snack,snack,Bhel Puri 8348,271,15,20,1
veg,Breakfast,beverage,Watermelon Juice 8349,111,2,12,8
veg,Snack,beverage,Mango Shake 8350,141,4,38,3
veg,Lunch,salad,Sprouts Salad 8351,132,3,15,10
veg,Lunch,rice,Jeera Rice 8352,339,4,56,6
veg,Breakfast,breakfast_item,Muesli with Milk 8353,339,8,60,20
non-veg,Dinner,soup,Chicken Clear Soup 8354,63,7,13,1
veg,Dinner,flatbread,Paratha 8355,180,3,20,6
veg,Breakfast,beverage,Orange Juice 8356,212,1,32,7
veg,Dinner,curry,Palak Paneer 8357,183,15,22,17
veg,Breakfast,beverage,Filter Coffee 8358,127,0,14,3
veg,Dinner,salad,Corn Salad 8359,105,8,14,0
veg,Lunch,beverage,Lemonade 8360,118,1,20,2
veg,Dinner,dry_veg,Paneer Bhurji 8361,169,9,24,14
veg,Lunch,curry,Rajma Masala 8362,217,6,10,17
non-veg,Breakfast,breakfast_item,Scrambled Eggs 8363,308,20,55,6
veg,Dinner,soup,Tomato Soup 8364,134,4,10,3
veg,Breakfast,breakfast_item,Masala Dosa 8365,336,17,34,17
veg,Snack,snack,Bhel Puri 8366,169,10,25,12
veg,Snack,snack,Roasted Nuts 8367,128,13,11,4
veg,Snack,beverage,Masala Chai 8368,81,5,28,2
non-veg,Dinner,curry,Bhuna Gosht 8369,175,5,11,7
veg,Lunch,rice,Steamed Rice 8370,382,7,53,7
veg,Lunch,dry_veg,Cabbage Sabzi 8371,227,6,13,8
veg,Breakfast,breakfast_item,Besan Chilla 8372,290,13,27,15
veg,Dinner,flatbread,Paratha 8373,217,3,27,3
veg,Breakfast,beverage,Lemonade 8374,144,1,24,0
veg,Snack,snack,Bhel Puri 8375,139,13,24,4
veg,Snack,snack,Protein Bar 8376,155,14,26,10
veg,Snack,snack,Dhokla 8377,271,2,11,4
veg,Dinner,flatbread,Garlic Naan 8378,105,3,36,6
veg,Breakfast,breakfast_item,Idli Sambar 8379,222,10,34,8
veg,Snack,snack,Greek Yogurt 8380,118,3,28,12
non-veg,Lunch,curry,Bhuna Gosht 8381,334,9,30,9
veg,Breakfast,breakfast_item,Oats Porridge 8382,434,5,42,8
veg,Dinner,flatbread,Kulcha 8383,192,5,37,7
veg,Breakfast,breakfast_item,Idli Sambar 8384,346,16,35,14
veg,Snack,beverage,Mango Shake 8385,205,3,32,6
veg,Snack,beverage,Masala Chai 8386,101,1,10,9
non-veg,Dinner,curry,Butter Chicken 8387,271,11,23,15
veg,Breakfast,breakfast_item,Veg Sandwich 8388,372,20,33,9
veg,Breakfast,beverage,Green Tea 8389,219,1,40,8
veg,Lunch,dry_veg,Paneer Bhurji 8390,225,4,17,12
veg,Breakfast,beverage,Masala Chai 8391,209,3,30,6
veg,Dinner,soup,Hot and Sour Soup 8392,62,6,14,0
veg,Snack,snack,Dhokla 8393,268,12,9,14
veg,Dinner,flatbread,Aloo Paratha 8394,175,7,24,1
veg,Snack,snack,Fruit Bowl 8395,203,11,17,13
veg,Breakfast,breakfast_item,Poha 8396,480,12,48,11
veg,Lunch,beverage,Orange Juice 8397,86,1,26,4
veg,Snack,beverage,Banana Smoothie 8398,75,5,23,9
veg,Snack,beverage,Watermelon Juice 8399,162,0,31,1
veg,Snack,snack,Roasted Nuts 8400,143,5,19,12
veg,Snack,beverage,Orange Juice 8401,223,5,18,2
veg,Snack,beverage,Banana Smoothie 8402,80,4,24,9
veg,Dinner,dry_veg,Baingan Bharta 8403,157,5,23,12
non-veg,Lunch,curry,Egg Curry 8404,215,5,16,24
veg,Lunch,beverage,Watermelon Juice 8405,185,5,14,6
non-veg,Snack,snack,Boiled Egg 8406,259,8,23,1
veg,Lunch,salad,Corn Salad 8407,144,5,14,4
veg,Snack,snack,Protein Bar 8408,198,8,6,9
veg,Snack,beverage,Mango Shake 8409,52,1,26,0
veg,Snack,beverage,Watermelon Juice 8410,161,2,17,6
veg,Lunch,flatbread,Methi Thepla 8411,223,2,28,8
veg,Snack,snack,Roasted Nuts 8412,202,6,8,7
veg,Snack,beverage,Green Tea 8413,94,5,19,4
veg,Breakfast,beverage,Lemonade 8414,181,3,38,8
veg,Lunch,dry_veg,Baingan Bharta 8415,133,6,19,5
veg,Snack,snack,Protein Bar 8416,99,10,30,4
veg,Lunch,dry_veg,Jeera Aloo 8417,197,4,14,7
veg,Dinner,flatbread,Garlic Naan 8418,203,3,15,6
veg,Dinner,flatbread,Methi Thepla 8419,105,4,40,6
veg,Lunch,dry_veg,Paneer Bhurji 8420,217,4,19,11
veg,Breakfast,beverage,Coconut Water 8421,235,2,28,0
veg,Lunch,flatbread,Roti 8422,106,5,31,7
veg,Snack,snack,Greek Yogurt 8423,151,12,19,4
veg,Dinner,dry_veg,Paneer Bhurji 8424,225,5,12,14
veg,Dinner,soup,Hot and Sour Soup 8425,89,7,7,4
veg,Dinner,flatbread,Methi Thepla 8426,161,7,36,6
veg,Snack,snack,Greek Yogurt 8427,198,4,16,0
veg,Lunch,salad,Cucumber Salad 8428,109,4,7,10
veg,Breakfast,breakfast_item,Oats Porridge 8429,295,19,28,19
veg,Dinner,soup,Hot and Sour Soup 8430,127,4,10,0
veg,Lunch,salad,Chickpea Salad 8431,48,6,12,4
veg,Snack,snack,Popcorn 8432,118,7,5,4
non-veg,Dinner,soup,Chicken Clear Soup 8433,150,8,15,5
veg,Lunch,beverage,Orange Juice 8434,170,2,33,7
veg,Lunch,rice,Ghee Rice 8435,281,7,70,10
veg,Breakfast,beverage,Buttermilk (Chaas) 8436,118,2,39,3
non-veg,Lunch,curry,Egg Curry 8437,389,10,29,9
veg,Snack,snack,Bhel Puri 8438,50,11,27,1
veg,Breakfast,beverage,Watermelon Juice 8439,84,2,37,6
veg,Snack,beverage,Watermelon Juice 8440,112,4,22,6
veg,Breakfast,beverage,Watermelon Juice 8441,180,3,37,9
veg,Lunch,rice,Brown Rice 8442,253,4,50,4
veg,Breakfast,beverage,Watermelon Juice 8443,157,5,21,0
veg,Lunch,beverage,Mango Shake 8444,131,1,36,0
veg,Snack,beverage,Mango Shake 8445,91,1,40,3
veg,Breakfast,beverage,Filter Coffee 8446,214,4,13,2
veg,Lunch,salad,Coleslaw 8447,74,3,8,1
non-veg,Dinner,curry,Bhuna Gosht 8448,350,19,18,16
veg,Lunch,dry_veg,Baingan Bharta 8449,225,5,14,12
veg,Snack,beverage,Green Tea 8450,70,2,14,7
veg,Dinner,curry,Rajma Masala 8451,301,8,11,16
veg,Breakfast,breakfast_item,Upma 8452,330,20,58,13
veg,Snack,beverage,Masala Chai 8453,140,5,17,3
veg,Breakfast,breakfast_item,Veg Sandwich 8454,250,17,22,11
veg,Dinner,soup,Manchow Soup 8455,127,6,14,1
veg,Breakfast,beverage,Buttermilk (Chaas) 8456,157,3,17,1
veg,Breakfast,beverage,Masala Chai 8457,181,0,21,5
veg,Dinner,salad,Chickpea Salad 8458,100,1,13,2
non-veg,Lunch,curry,Chicken Curry 8459,211,5,15,15
veg,Breakfast,beverage,Lemonade 8460,76,1,38,7
veg,Snack,snack,Protein Bar 8461,262,4,18,4
veg,Breakfast,breakfast_item,Muesli with Milk 8462,294,19,54,16
veg,Snack,beverage,Banana Smoothie 8463,168,1,29,2
veg,Dinner,flatbread,Roti 8464,120,2,15,1
non-veg,Breakfast,breakfast_item,Scrambled Eggs 8465,491,13,35,8
veg,Lunch,salad,Kachumber Salad 8466,140,1,5,7
veg,Lunch,flatbread,Roti 8467,219,3,34,5
veg,Dinner,flatbread,Butter Naan 8468,187,3,38,1
veg,Snack,beverage,Banana Smoothie 8469,227,4,13,9
veg,Breakfast,beverage,Watermelon Juice 8470,74,1,31,9
veg,Snack,beverage,Orange Juice 8471,50,0,11,0
veg,Lunch,flatbread,Garlic Naan 8472,245,8,25,2
veg,Dinner,dry_veg,Beans Poriyal 8473,126,7,16,9
veg,Snack,snack,Popcorn 8474,270,5,10,14
non-veg,Breakfast,breakfast_item,Scrambled Eggs 8475,340,17,32,17
veg,Breakfast,beverage,Mango Shake 8476,50,0,37,2
veg,Snack,snack,Makhana 8477,75,5,24,3
veg,Breakfast,beverage,Mango Shake 8478,75,2,11,9
veg,Lunch,rice,Curd Rice 8479,228,6,44,1
veg,Snack,beverage,Watermelon Juice 8480,131,2,19,8
veg,Lunch,flatbread,Butter Naan 8481,157,7,26,6
veg,Dinner,flatbread,Phulka 8482,120,6,40,5
veg,Lunch,rice,Lemon Rice 8483,202,3,74,7
veg,Snack,beverage,Banana Smoothie 8484,191,2,32,6
veg,Snack,snack,Bhel Puri 8485,53,7,14,13
veg,Breakfast,beverage,Green Tea 8486,234,2,12,8
veg,Snack,beverage,Masala Chai 8487,83,2,37,3
veg,Lunch,dry_veg,Mix Veg Dry 8488,126,2,21,11
veg,Breakfast,breakfast_item,Veg Sandwich 8489,342,6,51,9
veg,Snack,snack,Fruit Bowl 8490,119,10,12,12
veg,Dinner,flatbread,Chapati 8491,172,8,37,10
veg,Dinner,flatbread,Butter Naan 8492,236,5,32,5
veg,Dinner,curry,Dal Tadka 8493,293,19,17,17
veg,Snack,beverage,Lassi 8494,68,4,35,8
veg,Lunch,curry,Malai Kofta 8495,334,25,16,14
veg,Dinner,flatbread,Butter Naan 8496,202,2,32,10
veg,Dinner,dry_veg,Aloo Gobi 8497,199,5,19,11
veg,Breakfast,breakfast_item,Puri Bhaji 8498,494,9,56,9
veg,Lunch,dry_veg,Paneer Bhurji 8499,205,7,10,7
veg,Snack,snack,Greek Yogurt 8500,223,11,23,8
veg,Breakfast,breakfast_item,Masala Dosa 8501,249,13,51,11
veg,Breakfast,beverage,Masala Chai 8502,72,0,24,3
veg,Snack,beverage,Buttermilk (Chaas) 8503,147,5,27,2
veg,Breakfast,beverage,Coconut Water 8504,204,2,28,0
veg,Dinner,flatbread,Kulcha 8505,162,5,35,7
veg,Breakfast,beverage,Lassi 8506,132,3,22,7
veg,Dinner,flatbread,Paratha 8507,151,5,26,4
veg,Breakfast,breakfast_item,Idli Sambar 8508,419,11,32,17
veg,Breakfast,breakfast_item,Muesli with Milk 8509,375,17,37,19
veg,Snack,snack,Bhel Puri 8510,171,2,19,3
veg,Lunch,rice,Curd Rice 8511,333,3,76,9
veg,Dinner,dry_veg,Jeera Aloo 8512,205,6,16,11
non-veg,Snack,snack,Boiled Egg 8513,187,2,29,6
veg,Breakfast,breakfast_item,Puri Bhaji 8514,238,13,23,20
veg,Breakfast,beverage,Orange Juice 8515,216,3,38,5
veg,Snack,snack,Makhana 8516,145,6,17,15
veg,Breakfast,breakfast_item,Veg Sandwich 8517,270,12,36,6
non-veg,Snack,snack,Boiled Egg 8518,300,15,16,9
